fl_date,carrier,tail_num,leg_idx,origin,dest,distance_km,sched_dep_min,sched_arr_min,actual_dep_min,actual_arr_min,dep_delay,arr_delay,carryover_delay,turnaround_buffer,symbolic_state,symbolic_event
2026-09-09,UAL,N474UA,3,JFK,MCO,1521.35,1276,1431,1281,1453,5,22,5,40,MD,JFK:MD
2026-09-09,UAL,N474UA,4,MCO,ATL,650.97,1493,1579,1499,1594,6,15,6,54,MD,MCO:MD
2026-09-09,UAL,N474UA,5,ATL,DTW,958.15,1648,1760,1651,1772,3,12,3,52,ND,ATL:ND
2026-09-09,SWA,N504SW,1,SEA,LAX,1537.13,380,540,380,557,0,17,0,55,MD,SEA:MD
2026-09-09,SWA,N504SW,2,LAX,MIA,3762.88,612,957,631,991,19,34,0,57,MD,LAX:MD
2026-09-09,SWA,N504SW,3,MIA,IAH,1549.36,1048,1213,1060,1244,12,31,12,57,MD,MIA:MD
2026-09-09,SWA,N504SW,4,IAH,BWI,1985.05,1301,1486,1339,1519,38,33,16,51,MD,IAH:MD
2026-09-09,SWA,N504SW,5,BWI,JFK,295.51,1570,1638,1570,1638,0,0,0,69,ND,BWI:ND
2026-09-09,SWA,N292SW,1,CLT,ATL,364.34,386,449,398,467,12,18,0,57,MD,CLT:MD
2026-09-09,SWA,N292SW,2,ATL,JFK,1221.92,524,646,549,663,25,17,3,54,MD,ATL:MD
2026-09-09,SWA,N292SW,3,JFK,ORD,1188.05,717,852,773,909,56,57,4,53,SD,JFK:SD
2026-09-09,SWA,N292SW,4,ORD,SLC,2006.04,962,1162,985,1202,23,40,23,63,MD,ORD:MD
2026-09-09,SWA,N292SW,5,SLC,DFW,1589.25,1265,1418,1285,1454,20,36,12,61,MD,SLC:MD
2026-09-09,AAL,N157AA,1,LAS,MIA,3494.55,424,740,488,820,64,80,3,40,SD,LAS:SD
2026-09-09,AAL,N157AA,2,MIA,DFW,1802.65,860,1036,898,1080,38,44,38,64,MD,MIA:MD
2026-09-09,AAL,N157AA,3,DFW,DTW,1586.45,1144,1302,1194,1367,50,65,31,42,SD,DFW:SD
2026-09-09,AAL,N157AA,4,DTW,LAX,3178.0,1409,1691,1427,1707,18,16,18,73,MD,DTW:MD
2026-09-09,AAL,N157AA,5,LAX,DEN,1384.92,1780,1930,1780,1931,0,1,0,64,ND,LAX:ND
2026-09-09,UAL,N262UA,1,ORD,IAH,1489.35,523,676,523,676,0,0,0,52,ND,ORD:ND
2026-09-09,UAL,N262UA,2,IAH,BOS,2566.63,728,964,759,1000,31,36,0,47,MD,IAH:MD
2026-09-09,UAL,N262UA,3,BOS,DEN,2815.59,1047,1307,1117,1377,70,70,25,40,SD,BOS:SD
2026-09-09,UAL,N262UA,4,DEN,LAS,1009.02,1417,1540,1465,1587,48,47,48,47,SD,DEN:SD
2026-09-09,UAL,N262UA,5,LAS,SEA,1394.76,1634,1770,1667,1817,33,47,33,42,SD,LAS:SD
2026-09-09,SWA,N804SW,1,BWI,JFK,295.51,487,537,487,553,0,16,0,61,MD,BWI:MD
2026-09-09,SWA,N804SW,2,JFK,PHX,3457.99,614,935,631,964,17,29,11,43,MD,JFK:MD
2026-09-09,SWA,N804SW,3,PHX,DFW,1393.44,1007,1147,1007,1147,0,0,0,74,ND,PHX:ND
2026-09-09,SWA,N804SW,4,DFW,SEA,2667.82,1221,1474,1237,1499,16,25,0,54,MD,DFW:MD
2026-09-09,SWA,N804SW,5,SEA,BOS,4005.08,1553,1918,1554,1925,1,7,1,62,ND,SEA:ND
2026-09-09,AAL,N121AA,1,MIA,PHX,3168.32,540,832,570,876,30,44,0,75,MD,MIA:MD
2026-09-09,AAL,N121AA,2,PHX,JFK,3457.99,951,1267,975,1300,24,33,24,52,MD,PHX:MD
2026-09-09,AAL,N121AA,3,JFK,LAS,3609.32,1352,1676,1360,1684,8,8,8,60,ND,JFK:ND
2026-09-09,AAL,N121AA,4,LAS,ORD,2431.39,1744,1982,1781,2027,37,45,0,75,SD,LAS:SD
2026-09-09,AAL,N121AA,5,ORD,SEA,2761.75,2102,2351,2132,2381,30,30,9,68,MD,ORD:MD
2026-09-09,UAL,N564UA,1,ATL,BOS,1521.01,453,618,501,660,48,42,11,55,MD,ATL:MD
2026-09-09,UAL,N564UA,2,BOS,MIA,2027.83,715,919,751,968,36,49,11,64,SD,BOS:SD
2026-09-09,UAL,N564UA,3,MIA,LAX,3762.88,1032,1373,1065,1407,33,34,5,75,MD,MIA:MD
2026-09-09,UAL,N564UA,4,LAX,BWI,3739.99,1482,1816,1485,1816,3,0,3,66,ND,LAX:ND
2026-09-09,UAL,N564UA,5,BWI,MCO,1268.78,1882,2011,1882,2011,0,0,0,73,ND,BWI:ND
2026-09-09,AAL,N282AA,1,ORD,SFO,2964.02,368,648,368,656,0,8,0,64,ND,ORD:ND
2026-09-09,AAL,N282AA,2,SFO,DEN,1552.95,720,888,739,906,19,18,0,56,MD,SFO:MD
2026-09-09,AAL,N282AA,3,DEN,DTW,1802.36,962,1150,993,1202,31,52,12,44,SD,DEN:SD
2026-09-09,AAL,N282AA,4,DTW,SLC,2377.74,1246,1467,1257,1496,11,29,11,71,MD,DTW:MD
2026-09-09,AAL,N282AA,5,SLC,BWI,2993.56,1567,1833,1567,1833,0,0,0,69,ND,SLC:ND
2026-09-09,UAL,N671UA,1,EWR,PHX,3424.67,378,685,384,713,6,28,6,44,MD,EWR:MD
2026-09-09,UAL,N671UA,2,PHX,ORD,2312.89,757,983,793,1018,36,35,19,46,MD,PHX:MD
2026-09-09,UAL,N671UA,3,ORD,LAS,2431.39,1064,1300,1075,1319,11,19,6,64,MD,ORD:MD
2026-09-09,UAL,N671UA,4,LAS,IAH,1963.17,1383,1572,1390,1588,7,16,7,51,MD,LAS:MD
2026-09-09,UAL,N671UA,5,IAH,SLC,1922.4,1639,1830,1649,1850,10,20,10,46,MD,IAH:MD
2026-09-09,UAL,N790UA,1,MSP,EWR,1618.5,462,632,462,641,0,9,0,61,ND,MSP:ND
2026-09-09,UAL,N790UA,2,EWR,DEN,2576.16,702,952,702,972,0,20,0,68,MD,EWR:MD
2026-09-09,UAL,N790UA,3,DEN,LAX,1384.92,1040,1185,1040,1187,0,2,0,75,ND,DEN:ND
2026-09-09,UAL,N790UA,4,LAX,BOS,4192.75,1262,1633,1262,1638,0,5,0,66,ND,LAX:ND
2026-09-09,UAL,N790UA,5,BOS,LAS,3822.26,1704,2044,1704,2044,0,0,0,55,ND,BOS:ND
2026-09-09,SWA,N884SW,1,IAH,LAS,1963.17,360,543,360,551,0,8,0,58,ND,IAH:ND
2026-09-09,SWA,N884SW,2,LAS,PHX,411.31,609,670,634,694,25,24,0,59,MD,LAS:MD
2026-09-09,SWA,N884SW,3,PHX,MSP,2051.64,753,948,768,981,15,33,2,60,MD,PHX:MD
2026-09-09,SWA,N884SW,4,MSP,BOS,1803.89,1041,1218,1041,1228,0,10,0,75,ND,MSP:ND
2026-09-09,SWA,N884SW,5,BOS,SFO,4341.08,1303,1693,1331,1727,28,34,3,49,MD,BOS:MD
2026-09-09,UAL,N259UA,1,JFK,LAS,3609.32,436,751,436,751,0,0,0,65,ND,JFK:ND
2026-09-09,UAL,N259UA,2,LAS,PHX,411.31,816,875,816,875,0,0,0,60,ND,LAS:ND
2026-09-09,UAL,N259UA,3,PHX,SEA,1781.91,935,1117,935,1118,0,1,0,46,ND,PHX:ND
2026-09-09,UAL,N259UA,4,SEA,BOS,4005.08,1164,1510,1199,1538,35,28,0,64,MD,SEA:MD
2026-09-09,UAL,N259UA,5,BOS,BWI,593.84,1602,1684,1605,1692,3,8,3,62,ND,BOS:ND
